GEM location ID,bus_id
L100000917104,IN806-765
L100000917105,way/1001700959-765
L100000917107,way/492377703-765
L100000917108,way/355560316-765
L100000917109,way/1001700959-765
L100000917110,way/492377703-765
L100000917111,way/492377703-765
L100000917112,IN803-765
L100000917113,way/355560316-765
L100000917114,IN803-765
L100000917115,way/425401901-765
L100000917116,way/425401901-765
L100000917117,IN191-765
L100000917118,way/386018740-765
L100000917119,way/425401901-765
L100000922337,way/1127651311-765
L100000922338,IN486-765
L100000922339,way/1127651311-765
L100000922340,way/429459345-765
L100000922341,way/318090288-765
L100000922342,way/318090288-765
L100000922343,way/318090288-765
L100000922344,way/429459345-765
L100000922345,IN803-765
L100000922346,way/492377703-765
L100000922347,way/429459345-765
L100000922348,way/355560316-765
L100000922349,way/429459345-765
L100000922350,way/1127651311-765
L100000922351,way/492377703-765
L100000922352,way/492377703-765
L100000922353,way/355560316-765
L100000922354,way/1001700959-765
L100000922355,IN642-765
L100000922356,IN798-765
L100000922357,way/315823978-765
L100000922358,way/355560316-765
L100000922359,way/386018740-765
L100000922360,way/492377703-765
L100000922361,way/492377703-765
L100000922362,IN798-765
L100000922363,way/386018740-765
L100000922364,way/429459345-765
L100000922365,IN659-765
L100000922366,way/688672798-765
L100000922367,way/429459345-765
L100000922368,IN659-765
L100000922369,way/425401901-765
L100000922370,way/425401901-765
L100000922371,way/425401901-765
L100000922372,way/425401901-765
L100000922373,way/425401901-765
L100000922374,way/425401901-765
L100000922375,way/425401901-765
L100000922376,way/453513742-765
L100000922377,way/492377703-765
L100000922378,IN803-765
L100000922379,IN642-765
L100000922380,IN642-765
L100000922381,way/1078426593-765
L100000922382,way/492377703-765
L100000922383,way/1001700959-765
L100000922384,way/355560316-765
L100000922385,way/355560316-765
L100000922386,way/492377703-765
L100000922387,way/492377703-765
L100000922388,way/492377703-765
L100000922389,way/688672711-765
L100000922390,way/688672711-765
L100000922391,way/453513742-765
L100000922392,way/608461884-765
L100000922393,way/425401901-765
L100000922394,way/331275940-765
L100001019483,way/492377703-765
L100001019488,way/492377703-765
L100001019492,way/688672711-765
L100001019493,way/466424134-765
L100001019494,way/1078426593-765
L100001019508,way/688672711-765
L100001019538,way/751947947-765
L100001019545,way/492377703-765
L100001019599,way/318050929-765
L100001019602,way/331275940-765
L100001019609,way/492377703-765
L100001019611,way/319423421-765
L100001019612,way/1127651311-765
L100001019616,way/318050929-765
L100001019618,IN476-765
L100001019620,way/1127651311-765
L100001019631,way/1078426593-765
L100001019632,way/545571850-765
L100001019633,way/425401901-765
L100001019634,way/425401901-765
L100001019635,way/425401901-765
L100001019636,way/425401901-765
L100001019637,way/425401901-765
L100001019638,IN803-765
L100001019639,way/1078426593-765
L100001019640,way/1127651311-765
L100001019642,way/318050929-765
L100001019643,way/631917408-765
L100001019659,way/331275940-765
L100001019665,way/1127651311-765
L100001019667,way/1127651311-765
L100001019681,way/352619220-765
L100001019682,way/352619220-765
L100001019683,way/352619220-765
L100001019684,way/352619220-765
L100001019685,way/352619220-765
L100001019686,way/352619220-765
L100001019687,way/352619220-765
L100001019688,way/352619220-765
L100001019689,way/355560316-765
L100001020633,IN803-765
L100001042982,way/1127651311-765
L100001042986,way/923365745-765
L100000800529,IN803-765
L100000800631,way/386018740-765
L100000808835,way/209826798-765
L100000829416,way/631917408-765
L100000829419,way/315823978-765
L100000800632,way/293597835-765
L100001020547,way/409798382-400
L100000800564,IN473-765
L100000829424,way/688672798-765
L100000829426,way/423702239-765
L100000829427,IN148-765
L100000829428,way/654736039-765
L100000829429,IN218-765
L100000829431,way/355560316-765
L100000808836,way/375941438-400
L100000800586,IN529-765
L100000800721,way/245128370-765
L100000800751,way/355560316-765
L100000800587,way/342204888-765
L100000800407,way/245128370-765
L100000800463,way/315823978-765
L100000800374,way/245128370-765
L100000800477,way/245128370-765
L100000800526,way/245128370-765
L100000800393,way/245128370-765
L100000800398,way/245128370-765
L100000800722,way/245128370-765
L100000829433,way/466424134-765
L100000808837,way/342204888-765
L100000808838,IN748-765
L100000808839,way/245128370-765
L100001020476,way/923365745-765
L100000800478,IN748-765
L100000800479,IN748-765
L100000800480,IN748-765
L100000800588,IN218-765
L100001020326,IN289-765
L100001020462,way/355560316-765
L100000800530,IN748-765
L100001020512,way/439006823-400
L100001020513,way/439006823-400
L100001020511,way/439006823-400
L100000800481,way/375941438-400
L100000808841,way/439006823-400
L100001019922,way/439006823-400
L100000800579,way/409112085-765
L100001023592,IN275-765
L100000800589,IN201-765
L100000800590,IN201-765
L100000800466,way/453513742-765
L100000808842,IN148-765
L100000829460,way/492377703-765
L100000800633,way/492377703-765
L100001020315,IN295-765
L100001020415,way/1127651311-765
L100001019728,way/1127651311-765
L100001020323,IN116-765
L100001042922,way/686891085-765
L100000808843,IN148-765
L100000800634,way/311571096-765
L100000829463,way/355560316-765
L100000800415,way/355560316-765
L100000829464,way/209806624-400
L100000829465,way/1127651311-765
L100000829466,way/372701897-765
L100000800635,way/429459345-765
L100000829469,way/801704865-765
L100000800514,way/1246177377-765
L100000800386,way/372701897-765
L100001020531,way/688672798-765
L100000829470,way/688672798-765
L100000800467,way/355560316-765
L100001020322,IN267-765
L100001020319,IN275-765
L100000808844,IN269-765
L100000829472,way/342204888-765
L100000800408,IN148-765
L100000800723,IN659-765
L100000800387,way/372701897-765
L100001019874,way/423702239-765
L100001020444,IN218-765
L100001020361,IN218-765
L100001020366,IN218-765
L100001020368,IN218-765
L100001020357,IN218-765
L100001020482,IN218-765
L100000829477,IN218-765
L100000800567,IN218-765
L100000800464,way/492377703-765
L100001020575,way/372701897-765
L100000829483,IN148-765
L100000829484,way/1415199647-765
L100000800704,way/608461884-765
L100000829486,way/492377703-765
L100001020214,way/311933111-765
L100000829512,way/686891085-765
L100000800409,way/686891085-765
L100000800461,way/686891085-765
L100000800372,way/686891085-765
L100000800492,way/311571096-765
L100000800375,way/686891085-765
L100000800508,way/686891085-765
L100000800522,way/686891085-765
L100000800555,way/686891085-765
L100001020369,IN191-765
L100001020359,IN191-765
L100000829494,way/686891085-765
L100000800591,way/686891085-765
L100000829495,way/686891085-765
L100000800615,way/686891085-765
L100000800636,way/686891085-765
L100000800685,way/686891085-765
L100000800691,way/686891085-765
L100000800752,way/686891085-765
L100001020472,way/686891085-765
L100001020010,way/686891085-765
L100000800617,IN42-765
L100000800637,way/608461884-765
L100001020537,way/654736039-765
L100000829501,way/688672711-765
L100001020539,way/118228036-400
L100000800416,way/372701897-765
L100000800724,way/372701897-765
L100000829504,way/331275940-765
L100000800592,way/311571096-765
L100001020481,way/688672711-765
L100000829514,way/293597835-765
L100001019867,way/466424134-765
L100000800361,way/386018740-765
L100000800618,way/492377703-765
L100001020520,way/1341291951-765
L100000829521,way/654736039-765
L100000800474,way/654736039-765
L100001020245,way/654736039-765
L100001020232,way/654736039-765
L100001020372,way/654736039-765
L100001020371,way/654736039-765
L100000829522,way/654736039-765
L100001020119,way/654736039-765
L100001020459,way/654736039-765
L100001020458,way/654736039-765
L100000829523,way/654736039-765
L100001020385,way/654736039-765
L100000829524,way/654736039-765
L100000808848,way/631917408-765
L100000829525,way/654736039-765
L100000808849,way/654736039-765
L100000800639,way/492377703-765
L100000800593,IN205-765
L100001020006,IN404-765
L100000829529,way/492377703-765
L100000800417,way/1078426593-765
L100001019881,way/686891085-765
L100000829533,way/355560316-765
L100000829536,way/315477169-765
L100000800418,way/492377703-765
L100000829537,way/355560316-765
L100000829568,way/688672798-765
L100000829572,way/688672798-765
L100000800563,way/316463122-765
L100000829541,way/386153973-765
L100000800550,way/331275940-765
L100000800531,way/355560316-765
L100000800419,way/355560316-765
L100000800370,way/688672798-765
L100000800371,way/1127651311-765
L100000800381,way/1127651311-765
L100000800378,way/1127651311-765
L100000800380,way/688672798-765
L100000800532,IN529-765
L100000800382,way/688672798-765
L100000800384,way/688672798-765
L100000800640,way/1127651311-765
L100000800391,way/1127651311-765
L100000800394,way/1127651311-765
L100000800725,way/688672798-765
L100000800402,way/1127651311-765
L100000800706,way/608461884-765
L100000800594,way/311571096-765
L100001020112,way/311933111-765
L100000829550,way/686891085-765
L100000829551,way/698045832-765
L100000829552,way/698045832-765
L100000800362,way/923365745-765
L100000829553,way/429459345-765
L100000800707,way/492377703-765
L100000829557,way/386153973-765
L100000800505,way/801704865-765
L100000800641,way/801704865-765
L100000800465,way/355560316-765
L100000800533,way/355560316-765
L100000800420,IN283-765
L100000808850,IN283-765
L100000808851,way/342204888-765
L100000800642,IN742-765
L100000829588,way/372701897-765
L100000800768,IN529-765
L100000800389,way/688672798-765
L100001020552,way/607439318-765
L100000829593,way/425401901-765
L100000829595,IN473-765
L100000829596,IN473-765
L100000829601,way/372701897-765
L100001019714,way/1078426593-765
L100000829612,way/50885643-400
L100000800643,way/355560316-765
L100001020209,way/1001700959-765
L100000800595,way/1001700959-765
L100000829616,IN473-765
L100000829622,way/607439318-765
L100000808852,way/331275940-765
L100000800553,way/331275940-765
L100000829625,way/318090288-765
L100000829626,way/318090288-765
L100000800726,way/318090288-765
L100000800551,way/331275940-765
L100000800644,way/801704865-765
L100000829627,way/1127651311-765
L100000808857,IN806-765
L100000800769,IN803-765
L100000800753,way/840600239-765
L100000829632,way/245128370-765
L100000829636,way/311933111-765
L100000800421,way/506461670-765
L100000808858,way/386153973-765
L100000800645,way/355560316-765
L100000808860,way/840600239-765
L100000829641,way/425401901-765
L100000800758,way/425401901-765
L100000808861,way/311571096-765
L100001020544,way/1336628403-765
L100001020545,way/1336628403-765
L100001020528,way/1127651311-765
L100000829644,way/492377703-765
L100000829645,way/492377703-765
L100000800646,way/492377703-765
L100000829646,way/1415199647-765
L100000829656,way/1127651311-765
L100000829657,way/355560316-765
L100000800559,way/654736039-765
L100000800501,way/318090288-765
L100000800785,way/453513742-765
L100001020247,way/245128370-765
L100001020518,way/1127651311-765
L100000829661,way/386018740-765
L100001019878,way/409112085-765
L100000800727,way/209806624-400
L100000800747,way/331275940-765
L100000829664,way/149822703-400
L100000800692,way/315823978-765
L100000808862,way/315823978-765
L100000800780,way/759521252-765
L100000800647,way/429459345-765
L100001020430,way/1127651311-765
L100000829673,IN289-765
L100000829674,way/355560316-765
L100000800556,IN473-765
L100000829676,way/654736039-765
L100000800534,way/315824842-765
L100000800422,way/355560316-765
L100000829677,way/492377703-765
L100000830052,way/1127651311-765
L100000830054,way/688672798-765
L100000808863,way/1127651311-765
L100001019732,way/1127651311-765
L100001020277,way/1127651311-765
L100001020111,way/688672798-765
L100000808864,way/688672711-765
L100001020461,way/1127651311-765
L100000800483,IN529-765
L100000808865,way/1127651311-765
L100000808867,way/331275940-765
L100000808869,way/1127651311-765
L100000808870,way/1127651311-765
L100000808871,way/1078426593-765
L100001019716,way/1127651311-765
L100000800688,IN243-765
L100000800777,way/245128370-765
L100000808873,way/607439318-765
L100000800469,way/355560316-765
L100000829693,way/386153973-765
L100000829694,way/654736039-765
L100000800619,way/105373531-765
L100000800620,IN42-765
L100000829697,way/688672798-765
L100000829698,way/688672711-765
L100000829699,IN215-765
L100000829700,IN215-765
L100000800395,way/355560316-765
L100000829712,way/355560316-765
L100000800423,way/355560316-765
L100000800648,way/355560316-765
L100000829713,way/608461884-765
L100000829714,way/355560316-765
L100000829719,way/355560316-765
L100000829721,way/492377703-765
L100000800649,way/293597835-765
L100000800520,way/245128370-765
L100000829727,way/360424761-765
L100000800778,way/360424761-765
L100000829729,way/355560316-765
L100000829733,way/492377703-765
L100000800754,way/801704865-765
L100000800650,way/492377703-765
L100000800728,IN803-765
L100001020583,way/311933111-765
L100000829737,way/355560316-765
L100000829738,way/466424134-765
L100000829741,way/1001700959-765
L100000808859,way/386153973-765
L100000800424,way/1001700959-765
L100000800425,IN187-765
L100000800426,way/1001700959-765
L100000829742,IN215-765
L100001020363,way/1001700959-765
L100001020380,IN199-765
L100000800629,IN199-765
L100000800630,IN199-765
L100000800729,way/1001700959-765
L100000829743,way/1001700959-765
L100000829744,way/1001700959-765
L100000808876,IN218-765
L100000808877,way/1001700959-765
L100000808878,IN215-765
L100000800523,IN215-765
L100000800427,IN180-765
L100000800428,IN289-765
L100000800519,way/607439318-765
L100000800621,way/607439318-765
L100001019884,way/607439318-765
L100000800470,way/318090288-765
L100000829745,way/1127651311-765
L100001042919,way/608461884-765
L100001020383,way/608461884-765
L100000800554,way/1099365579-400
L100000800622,way/492377703-765
L100001020524,way/608461884-765
L100001020523,way/608461884-765
L100000829747,way/1127651311-765
L100000800730,way/149822703-400
L100001020239,way/485873968-400
L100000800598,IN202-765
L100000800429,way/492377703-765
L100000800525,way/105373531-765
L100000829750,way/372701897-765
L100000800599,way/331275940-765
L100000800430,IN292-765
L100001020316,IN277-765
L100000808880,IN292-765
L100000800535,way/1207477934-765
L100000808881,IN191-765
L100000800568,IN191-765
L100000800573,way/686891085-765
L100001020377,IN191-765
L100000829757,IN148-765
L100001020541,way/315823978-765
L100000829759,way/801704865-765
L100000800765,way/492377703-765
L100000808889,way/1127651311-765
L100000800396,way/355560316-765
L100000800509,IN748-765
L100000829760,way/209826798-765
L100000829764,way/386018740-765
L100001020572,way/485873968-400
L100000829765,way/485873968-400
L100000829766,IN325-400
L100000800363,way/293597835-765
L100000800651,way/492377703-765
L100000800515,way/409112085-765
L100000800431,way/607439318-765
L100001019894,way/607439318-765
L100000829772,way/1127651311-765
L100000829773,way/688672798-765
L100000829774,way/688672798-765
L100000829775,way/466424134-765
L100000800369,way/1206014676-765
L100000800471,way/355560316-765
L100000829777,way/355560316-765
L100000829778,way/355560316-765
L100000800432,way/654736039-765
L100000800652,way/654736039-765
L100001020542,way/315823978-765
L100000829783,IN486-765
L100000800404,IN289-765
L100000800770,IN302-765
L100000829784,way/386153973-765
L100000829785,IN253-765
L100000800511,way/293597835-765
L100001019920,way/439006823-400
L100000829790,way/386018740-765
L100000808882,way/355560316-765
L100000808883,way/355560316-765
L100000808884,way/355560316-765
L100001020109,way/355560316-765
L100001020599,way/355560316-765
L100000808885,way/355560316-765
L100001020463,way/355560316-765
L100000800676,way/355560316-765
L100000800731,way/355560316-765
L100000800484,way/355560316-765
L100000800485,way/355560316-765
L100000829793,way/355560316-765
L100000829794,way/355560316-765
L100001020590,way/654736039-765
L100001020591,way/654736039-765
L100000800536,way/801704865-765
L100001019868,way/355560316-765
L100000800746,way/355560316-765
L100000829797,way/355560316-765
L100000800537,IN803-765
L100000800755,way/408924420-765
L100000800756,way/408924420-765
L100000829799,way/408924420-765
L100000829800,IN325-400
L100000808886,way/608461884-765
L100000800600,way/331275940-765
L100000829801,way/425401901-765
L100000800601,way/425401901-765
L100000829802,way/425401901-765
L100000800623,way/425401901-765
L100000800732,way/425401901-765
L100000800708,way/386018740-765
L100000829810,way/372701897-765
L100000829812,way/331275940-765
L100001020423,way/698045832-765
L100001020306,way/688672711-765
L100001020491,way/1336628403-765
L100001020208,way/1336628403-765
L100001020595,way/688672711-765
L100001020261,way/688672711-765
L100001019753,way/688672711-765
L100001019752,way/688672711-765
L100001020276,way/688672711-765
L100001020123,way/688672711-765
L100001020457,way/1336628403-765
L100001019755,way/688672711-765
L100001020274,way/688672711-765
L100001020233,way/688672711-765
L100001020456,way/1336628403-765
L100001019756,way/688672711-765
L100001020269,way/688672711-765
L100001020235,way/688672711-765
L100001020494,way/1336628403-765
L100001020509,way/1336628403-765
L100001020510,way/1336628403-765
L100001019758,way/688672711-765
L100001020535,way/688672711-765
L100001020026,way/688672711-765
L100000800709,IN116-765
L100000800383,IN116-765
L100000829814,way/686891085-765
L100000800653,way/686891085-765
L100000800410,way/360424761-765
L100000800433,way/688672711-765
L100000800434,way/453513742-765
L100000800397,way/492377703-765
L100000808888,way/654736039-765
L100000800499,IN642-765
L100001020526,way/492377703-765
L100001020525,way/492377703-765
L100000829835,way/355560316-765
L100000829836,way/409798382-400
L100000800697,way/801704865-765
L100000829841,way/654736039-765
L100000829842,way/425401901-765
L100000800771,IN803-765
L100000800435,way/355560316-765
L100000829849,way/386018740-765
L100000800436,way/315823978-765
L100000800486,way/315823978-765
L100000800379,way/315823978-765
L100000800677,way/315823978-765
L100000800694,way/315823978-765
L100000800624,way/492377703-765
L100000800437,way/688672711-765
L100000800602,way/688672711-765
L100000829850,way/688672711-765
L100000800783,IN10-765
L100000800654,way/355560316-765
L100000829854,way/105373531-765
L100001020278,way/318090288-765
L100001020521,IN295-765
L100000808890,way/423702239-765
L100001020556,IN539-765
L100000800487,way/372701897-765
L100000829856,IN578-765
L100001020479,IN10-765
L100000829858,way/293597835-765
L100000808891,way/686891085-765
L100000829865,IN748-765
L100001020587,way/439006823-400
L100001020620,way/372701897-765
L100000800658,way/193216698-765
L100000829928,IN473-765
L100000800438,way/386153973-765
L100000829869,way/355560316-765
L100001020106,way/360424761-765
L100000800439,way/355560316-765
L100000829873,way/372701897-765
L100000808892,way/631917408-765
L100000800678,way/311571096-765
L100001020230,way/318050929-765
L100001020110,way/316463122-765
L100001020596,way/318050929-765
L100001020280,way/318050929-765
L100001020408,way/318050929-765
L100001020034,way/318050929-765
L100001020402,way/318050929-765
L100001020330,way/318050929-765
L100000800488,way/453513742-765
L100000800625,way/801704865-765
L100000800655,way/386018740-765
L100000800744,IN289-765
L100000800440,IN289-765
L100000800441,IN289-765
L100001020559,way/118228036-400
L100001020097,way/1207477934-765
L100000800376,way/466424134-765
L100000808894,way/386018740-765
L100000800757,way/311571096-765
L100000800626,way/492377703-765
L100000808895,way/466424134-765
L100000800528,IN599-765
L100000829882,IN148-765
L100000800656,way/1207477934-765
L100000800698,way/1207477934-765
L100000829885,way/1207477934-765
L100000808896,way/698045832-765
L100000800512,way/293597835-765
L100000800603,way/311571096-765
L100000800772,way/655683221-765
L100000800773,way/655683221-765
L100000829886,way/311571096-765
L100000829887,way/311571096-765
L100000829888,way/311571096-765
L100000829889,way/311571096-765
L100000808897,IN85-765
L100000829891,way/105373531-765
L100000829896,way/311176519-765
L100000800759,way/372701897-765
L100000800760,way/372701897-765
L100000800627,way/372701897-765
L100000800699,IN684-765
L100000800580,way/425401901-765
L100000829901,way/355560316-765
L100000829903,way/386018740-765
L100000800748,way/698045832-765
L100000829904,way/453513742-765
L100000829905,way/355560316-765
L100000800628,way/466424134-765
L100001020483,way/1077819664-765
L100000829911,way/331275940-765
L100000800613,way/318090288-765
L100000800657,way/466424134-765
L100000829914,way/372701897-765
L100001020554,way/409798382-400
L100001020219,way/311103617-765
L100000800733,way/1078426593-765
L100000829918,IN659-765
L100000829923,IN809-765
L100000808899,IN659-765
L100000808900,IN246-765
L100001020543,way/315823978-765
L100000829929,way/492377703-765
L100001042965,way/492377703-765
L100000829931,way/315477169-765
L100000800774,way/698045832-765
L100000829934,way/342204888-765
L100000800659,way/1207477934-765
L100000829935,way/386018740-765
L100000829939,way/372701897-765
L100000829943,IN803-765
L100000800578,IN806-765
L100000808908,way/654736039-765
L100000829987,way/245128370-765
L100000800538,way/801704865-765
L100000808910,way/631917408-765
L100000829951,way/425401901-765
L100000800779,way/342204888-765
L100000800489,way/654736039-765
L100000808902,way/408924420-765
L100000800576,way/801704865-765
L100001020586,IN145-400
L100001020367,way/466424134-765
L100000829960,way/466424134-765
L100000829961,way/372701897-765
L100000829964,way/492377703-765
L100000800442,way/386153973-765
L100000800443,way/1207477934-765
L100000800444,way/1207477934-765
L100000800660,way/492377703-765
L100000829970,way/355560316-765
L100000800734,way/655683221-765
L100000808904,way/655683221-765
L100000808903,way/655683221-765
L100000808906,way/425401901-765
L100000800581,way/545571850-765
L100000829981,way/466424134-765
L100000800661,way/293597835-765
L100000808907,way/466424134-765
L100001020431,IN148-765
L100001020563,IN148-765
L100000800527,way/686891085-765
L100000800604,way/1143180503-765
L100000829985,way/429459345-765
L100000808909,way/654736039-765
L100000829990,way/425401901-765
L100001020231,IN583-765
L100001042871,way/698045832-765
L100000800686,way/360424761-765
L100001020003,way/698045832-765
L100000830000,way/245128370-765
L100000830001,way/453513742-765
L100000830003,way/342204888-765
L100000800662,way/311571096-765
L100000830024,way/355560316-765
L100000830035,way/355560316-765
L100000808923,way/631917408-765
L100001020474,way/209826798-765
L100001020480,way/1127651311-765
L100000800735,way/429459345-765
L100000800736,way/429459345-765
L100000830007,way/331275940-765
L100000800574,way/245128370-765
L100000830011,way/331275940-765
L100000830012,way/118228036-400
L100000800737,IN803-765
L100001020213,way/315477169-765
L100000830016,way/607439318-765
L100000808911,way/352619220-765
L100001020530,way/608461884-765
L100000800516,way/608461884-765
L100000800517,way/608461884-765
L100000800390,way/608461884-765
L100000800745,way/608461884-765
L100001020228,way/608461884-765
L100000808912,way/318050929-765
L100000800749,way/1127651311-765
L100000800702,way/801704865-765
L100000808913,way/688672798-765
L100000830020,way/423702239-765
L100000830021,IN749-765
L100001019877,way/318050929-765
L100000800364,way/386018740-765
L100000800365,way/315823978-765
L100000800366,way/315823978-765
L100000800411,way/355560316-765
L100000800445,way/355560316-765
L100000800446,way/355560316-765
L100000808914,way/355560316-765
L100000800472,way/355560316-765
L100000800476,way/355560316-765
L100000800524,way/355560316-765
L100000808915,way/355560316-765
L100001020256,way/355560316-765
L100000830022,way/355560316-765
L100000800738,way/355560316-765
L100000800761,way/355560316-765
L100000800539,way/355560316-765
L100000830023,way/311103617-765
L100000830031,way/355560316-765
L100000800447,IN798-765
L100000808916,IN798-765
L100001020560,way/686891085-765
L100001020225,IN163-765
L100000800560,IN163-765
L100000800569,IN163-765
L100000800739,way/686891085-765
L100001020207,IN148-765
L100001020562,IN163-765
L100000800540,way/1206014676-765
L100000808917,way/315823978-765
L100000830033,way/331275940-765
L100000808918,way/1015325412-400
L100001020561,IN199-765
L100000808919,way/686891085-765
L100000800664,IN199-765
L100000800521,way/801704865-765
L100000800740,way/655683221-765
L100000808920,IN302-765
L100000800762,IN302-765
L100001020582,way/654736039-765
L100001020581,IN280-765
L100000808921,way/409798382-400
L100000800763,IN748-765
L100000808924,way/372701897-765
L100001020298,way/372701897-765
L100000800490,way/372701897-765
L100000800491,way/372701897-765
L100000800392,way/372701897-765
L100000830045,way/422204218-765
L100001020567,IN218-765
L100001020546,way/631917408-765
L100000830086,way/631917408-765
L100000808937,way/360424761-765
L100000800506,way/688672798-765
L100000800549,way/688672798-765
L100000800552,way/688672798-765
L100000800690,way/688672798-765
L100000800741,way/688672798-765
L100000800367,way/386018740-765
L100000800557,way/386018740-765
L100000808925,way/386018740-765
L100000800665,way/386018740-765
L100000800614,way/386018740-765
L100000808926,way/1246177377-765
L100000800605,way/353914761-765
L100000800541,IN748-765
L100000800400,way/1206014676-765
L100000800775,way/1206014676-765
L100001019731,way/631917408-765
L100000808927,way/631917408-765
L100000808928,way/631917408-765
L100000808929,way/631917408-765
L100000830053,way/654736039-765
L100001019733,way/631917408-765
L100001020594,way/631917408-765
L100001020624,way/631917408-765
L100000830055,way/631917408-765
L100001020625,way/631917408-765
L100001020536,way/631917408-765
L100001020626,way/631917408-765
L100001020622,way/631917408-765
L100000808930,way/631917408-765
L100001020466,way/631917408-765
L100001020623,way/631917408-765
L100001020628,way/631917408-765
L100001020501,way/631917408-765
L100001020401,way/631917408-765
L100001020627,way/631917408-765
L100000808931,way/631917408-765
L100000800493,way/311571096-765
L100000800494,way/311571096-765
L100000800495,way/311571096-765
L100000830061,way/631917408-765
L100000830065,IN486-765
L100000808933,way/1127651311-765
L100000830067,way/1127651311-765
L100000808934,way/506461670-765
L100000808935,way/506461670-765
L100000830069,way/492377703-765
L100001019766,way/355560316-765
L100000800607,way/1207477934-765
L100000800608,way/1207477934-765
L100000800700,way/1207477934-765
L100001020453,way/1207477934-765
L100001020455,way/1207477934-765
L100000800542,way/355560316-765
L100000800582,way/425401901-765
L100000830072,way/1206014676-765
L100000800448,way/355560316-765
L100000800377,way/801704865-765
L100000830076,IN473-765
L100000800449,way/293597835-765
L100000800572,way/686891085-765
L100000808936,IN607-765
L100000800412,IN373-765
L100000800609,way/196933682-765
L100000830083,IN473-765
L100000830084,way/492377703-765
L100000808938,way/355560316-765
L100000800679,IN218-765
L100000800680,way/311571096-765
L100000800681,way/311571096-765
L100000808939,way/631917408-765
L100000800682,way/311571096-765
L100000808940,way/631917408-765
L100000800683,way/311571096-765
L100000808941,way/631917408-765
L100000808942,way/631917408-765
L100000808943,way/1001700959-765
L100000808944,IN215-765
L100000830153,way/355560316-765
L100000830087,way/166692103-400
L100000800368,way/801704865-765
L100000800666,way/801704865-765
L100000800562,IN599-765
L100000800450,IN116-765
L100001019875,way/318090288-765
L100000830089,way/318090288-765
L100000800570,way/318090288-765
L100000830093,way/311954703-765
L100000830096,way/1127651311-765
L100000800610,way/311571096-765
L100000830097,way/386018740-765
L100000830101,way/466424134-765
L100000830103,way/386153973-765
L100000830104,IN164-765
L100001020522,way/293597835-765
L100000800473,way/429459345-765
L100000830107,way/1206014676-765
L100000830110,way/492377703-765
L100000830112,way/688672798-765
L100001020569,way/1127651311-765
L100001020477,way/1127651311-765
L100000808945,way/386018740-765
L100000830113,way/355560316-765
L100000800583,way/425401901-765
L100000830114,way/425401901-765
L100000800584,way/1206014676-765
L100000808946,way/209826798-765
L100001020618,way/688672798-765
L100000800667,IN250-765
L100000830122,way/492377703-765
L100001020592,IN218-765
L100000800543,IN264-765
L100001020540,IN583-765
L100000800451,way/492377703-765
L100000800558,way/466424134-765
L100000800703,way/1207477934-765
L100000830131,way/355560316-765
L100000800413,IN599-765
L100000800611,IN748-765
L100000800500,way/409158116-765
L100000808947,IN375-765
L100000830138,way/466424134-765
L100000830139,way/342204888-765
L100000800668,way/386018740-765
L100000800750,way/686891085-765
L100000808948,IN809-765
L100000800452,way/466424134-765
L100001020356,way/293597835-765
L100001020375,way/293597835-765
L100000830142,way/293597835-765
L100001019963,way/293597835-765
L100000808950,IN642-765
L100000800577,way/293597835-765
L100000800612,way/293597835-765
L100000830144,way/331275940-765
L100000830145,way/1207477934-765
L100001020610,way/203673991-400
L100000800712,way/686891085-765
L100000800714,way/466424134-765
L100000800715,way/386018740-765
L100000800716,way/688672798-765
L100000830152,way/342204888-765
L100000800544,way/801704865-765
L100000800545,IN748-765
L100000800453,way/801704865-765
L100000800454,way/801704865-765
L100000800546,way/801704865-765
L100000830156,way/655683221-765
L100000830157,way/466424134-765
L100001020588,way/1127651311-765
L100001020593,way/1127651311-765
L100000800373,way/1127651311-765
L100001020126,way/1127651311-765
L100000830158,way/1127651311-765
L100000830159,way/1127651311-765
L100000830160,way/1127651311-765
L100000800687,way/1127651311-765
L100000800719,way/688672798-765
L100000830161,way/331275940-765
L100000830162,way/655683221-765
L100000800547,way/453513742-765
L100000800766,way/801704865-765
L100000800767,way/801704865-765
L100000830166,way/801704865-765
L100000800742,way/372701897-765
L100001020107,IN803-765
L100001020108,IN803-765
L100001020113,way/910151268-765
L100001020617,IN803-765
L100001020210,IN803-765
L100001020442,way/910151268-765
L100000800764,way/801704865-765
L100000830178,way/386018740-765
L100000800696,way/311933111-765
L100001020597,way/1207477934-765
L100000800496,way/801704865-765
L100000830184,way/372701897-765
L100000808951,way/654736039-765
L100000830187,IN187-765
L100000808952,way/492377703-765
L100000830191,way/355560316-765
L100000800399,way/751947947-765
L100001020589,way/315823978-765
L100001020412,way/425401901-765
L100000800585,way/1206014676-765
L100000808953,way/607439318-765
L100000830197,way/209806650-400
L100000800455,way/355560316-765
L100000830208,way/425401901-765
L100000830206,way/425401901-765
L100000830207,way/425401901-765
L100000800669,IN803-765
L100000800776,way/751947947-765
L100000800502,way/318090288-765
L100000800787,way/453513742-765
L100000800456,way/688672798-765
L100000830211,way/311176519-765
L100000800406,IN803-765
L100000830217,way/293597835-765
L100000800462,way/293597835-765
L100001020446,way/355560316-765
L100001020447,way/355560316-765
L100001020445,way/355560316-765
L100000800670,way/355560316-765
L100001020584,way/425401901-765
