GEM location ID,bus_id
L100001042152,way/355560316-765
L100001042576,way/355560316-765
L100001041516,way/425401901-765
L100001041906,way/425401901-765
L100001041580,IN684-765
L100001041597,way/466424134-765
L100001041800,way/466424134-765
L100001041495,way/355560316-765
L100001041749,way/355560316-765
L100001041778,way/355560316-765
L100001041911,way/355560316-765
L100001041303,IN803-765
L100001041824,IN803-765
L100001041940,IN803-765
L100001041999,IN803-765
L100001042298,IN803-765
L100001042302,IN803-765
L100001041680,way/355560316-765
L100000829844,way/492377703-765
L100000829845,way/607439318-765
L100001041489,way/492377703-765
L100001041590,way/1207477934-765
L100001041545,way/545571850-765
L100001042608,way/545571850-765
L100001041939,IN803-765
L100001041945,IN803-765
L100001042299,IN803-765
L100001042300,IN803-765
L100000829846,way/355560316-765
L100000829847,way/355560316-765
L100001042574,IN798-765
L100001042645,IN798-765
L100000829848,way/608461884-765
L100001041765,way/386018740-765
L100001042115,way/492377703-765
L100001041637,way/545571850-765
L100000829851,way/355560316-765
L100000829852,IN10-765
L100000829853,IN10-765
L100001041953,IN10-765
L100001042003,IN10-765
L100001042382,way/311103617-765
L100001042480,way/688672798-765
L100001042481,way/688672798-765
L100001041709,way/1078426593-765
L100001042018,way/1127651311-765
L100001042020,way/1127651311-765
L100001042628,way/1127651311-765
L100001041826,way/105373531-765
L100000829855,IN798-765
L100001041377,way/492377703-765
L100001042114,way/492377703-765
L100001042639,way/423702239-765
L100001041984,way/1415199647-765
L100001042548,way/688672711-765
L100001042498,way/439006823-400
L100001042432,way/1127651311-765
L100000829857,way/608461884-765
L100001042162,way/608461884-765
L100001041875,way/372701897-765
L100001041607,way/355560316-765
L100001042427,way/331275940-765
L100001042469,way/331275940-765
L100000829859,way/466424134-765
L100000829860,way/466424134-765
L100000829861,way/466424134-765
L100000829862,way/466424134-765
L100000829863,way/355560316-765
L100000829864,way/840600239-765
L100001042202,way/608461884-765
L100001042489,IN163-765
L100000829866,way/316463122-765
L100001042007,way/311103617-765
L100000829867,IN148-765
L100001041356,way/654736039-765
L100001041954,way/654736039-765
L100001041521,IN798-765
L100001041994,IN798-765
L100001041627,way/801704865-765
L100000829868,way/801704865-765
L100001041282,way/355560316-765
L100001041360,way/355560316-765
L100001041677,way/355560316-765
L100000829870,way/360424761-765
L100000829871,way/360424761-765
L100000829872,way/360424761-765
L100001041310,way/923365745-765
L100001041459,IN659-765
L100000829874,way/608461884-765
L100000829875,way/608461884-765
L100000829876,way/608461884-765
L100000829877,way/608461884-765
L100000829878,way/608461884-765
L100001042129,way/318050929-765
L100001042130,way/608461884-765
L100001042132,way/608461884-765
L100001042345,way/408924427-765
L100001041330,way/311103617-765
L100001041755,IN94-765
L100001041418,IN289-765
L100001042353,IN321-765
L100001042354,IN321-765
L100000829879,way/423702239-765
L100001041370,way/423702239-765
L100001042425,way/331275940-765
L100001042465,way/331275940-765
L100001042637,way/331275940-765
L100001042351,IN370-765
L100000829880,way/840600239-765
L100000829881,way/386018740-765
L100001041491,way/355560316-765
L100001042567,way/318090288-765
L100001042674,way/318090288-765
L100001041980,way/1127651311-765
L100001042320,way/801704865-765
L100001041533,way/372701897-765
L100001041634,way/372701897-765
L100001041652,way/372701897-765
L100001042086,way/293597835-765
L100001042083,way/293597835-765
L100001041585,way/1207477934-765
L100001041925,IN809-765
L100001042001,IN803-765
L100001042254,IN803-765
L100001042290,IN803-765
L100001042292,IN803-765
L100001042293,IN803-765
L100001042295,IN803-765
L100001042296,IN803-765
L100001041277,way/1127651311-765
L100000829883,IN148-765
L100000829884,IN148-765
L100001042106,way/631917408-765
L100001042344,way/1207477934-765
L100001042595,IN137-765
L100001042417,way/1078426593-765
L100000829890,way/355560316-765
L100001042117,way/293597835-765
L100001041707,way/331275940-765
L100001042047,way/331275940-765
L100000829892,way/466424134-765
L100000829893,way/1099365556-400
L100000829894,way/1099365556-400
L100000829895,way/607439318-765
L100000829897,IN803-765
L100000829898,IN803-765
L100001041471,way/318050929-765
L100001042586,way/318050929-765
L100001042587,way/318050929-765
L100000829899,way/1207477934-765
L100000829900,way/1207477934-765
L100001042227,way/425401901-765
L100001042583,way/608461884-765
L100000829902,IN801-765
L100001041598,way/801704865-765
L100001041818,way/801704865-765
L100001042338,way/923365745-765
L100001041484,way/386018740-765
L100001042375,way/311954703-765
L100001042514,way/631917408-765
L100001042629,way/331275940-765
L100001041416,way/274106872-765
L100001042215,IN136-765
L100001041468,way/105373531-765
L100001041668,way/105373531-765
L100001041775,way/105373531-765
L100001042524,way/105373531-765
L100001042342,way/923365745-765
L100001042348,way/408924420-765
L100001042004,way/655683221-765
L100001042063,way/655683221-765
L100001041956,way/473902678-765
L100001041626,way/466424134-765
L100001041622,way/801704865-765
L100001041629,way/801704865-765
L100001041947,way/105373531-765
L100000829906,IN265-400
L100001041750,way/247861059-765
L100000829907,way/118228036-400
L100000829908,way/1206014676-765
L100001042341,way/923365745-765
L100001042643,IN809-765
L100001042547,way/1127651311-765
L100000829909,way/1127651311-765
L100000829910,way/1127651311-765
L100001042193,IN798-765
L100001042136,IN473-765
L100001041573,way/801704865-765
L100000829912,way/801704865-765
L100000829913,way/631917408-765
L100001042087,way/429459345-765
L100000829915,way/311176519-765
L100000829916,way/1072445901-400
L100000829917,way/1072445901-400
L100001041393,IN489-765
L100001041336,way/247861059-765
L100001042217,way/417569420-765
L100001041688,way/801704865-765
L100001041300,IN803-765
L100001042270,IN803-765
L100001042533,IN803-765
L100000829919,way/608461884-765
L100001041480,way/386018740-765
L100001041483,way/355560316-765
L100001041844,way/355560316-765
L100001042504,way/355560316-765
L100001041477,way/801704865-765
L100001041588,way/801704865-765
L100001041599,way/801704865-765
L100000829920,IN798-765
L100000829921,IN798-765
L100000829922,IN798-765
L100000829924,IN803-765
L100000829925,IN803-765
L100000829926,IN803-765
L100001042460,way/1127651311-765
L100001042461,way/1127651311-765
L100001041535,way/372701897-765
L100001041795,IN42-765
L100001042655,IN278-765
L100001041600,way/1207477934-765
L100001041804,way/1207477934-765
L100000829927,way/1207477934-765
L100001041309,way/492377703-765
L100001042572,way/492377703-765
L100001041616,IN748-765
L100001041854,way/492377703-765
L100001042088,way/492377703-765
L100000829930,way/1206014676-765
L100000829932,way/318090288-765
L100001041536,way/372701897-765
L100001041540,way/372701897-765
L100001041650,way/372701897-765
L100000829933,way/342204888-765
L100001041976,way/1127651311-765
L100001041977,way/1127651311-765
L100001041978,way/1127651311-765
L100001041270,IN659-765
L100001041383,way/342204888-765
L100001041919,way/342204888-765
L100001041372,way/801704865-765
L100001041576,way/1207477934-765
L100000829936,way/425401901-765
L100001041486,way/492377703-765
L100001041730,way/492377703-765
L100001041745,way/492377703-765
L100001041337,way/688672711-765
L100000829937,way/688672711-765
L100000829938,way/801704865-765
L100001041452,way/801704865-765
L100001041606,way/801704865-765
L100001041663,way/801704865-765
L100001041986,way/131484738-765
L100001041871,way/473902678-765
L100000829940,way/315477169-765
L100000829941,way/315477169-765
L100000829942,way/386018740-765
L100001041903,way/311103617-765
L100001041304,IN803-765
L100001041636,way/545571850-765
L100001042306,IN803-765
L100000829944,way/1206014676-765
L100001041648,IN798-765
L100001042508,IN748-765
L100001041780,way/355560316-765
L100001041689,IN607-765
L100000829977,way/360424761-765
L100000829982,IN803-765
L100000829988,way/608461884-765
L100000829989,way/429459345-765
L100001041369,way/372701897-765
L100000829945,IN798-765
L100001042613,way/923365745-765
L100000829946,way/355560316-765
L100000829947,way/355560316-765
L100000829948,way/375941438-400
L100000829949,way/375941438-400
L100001041472,way/355560316-765
L100000829950,way/355560316-765
L100001041879,way/545571850-765
L100001041365,way/473902678-765
L100000829952,way/801704865-765
L100001042330,way/1341291951-765
L100001042331,way/1341291951-765
L100000829953,way/466424134-765
L100001041457,way/408924420-765
L100000829954,way/801704865-765
L100000829955,way/466424134-765
L100001042218,IN42-765
L100000829956,way/608461884-765
L100000829957,IN307-765
L100001041838,way/247861059-765
L100001042420,way/1078426593-765
L100001041578,way/245128370-765
L100001041581,way/245128370-765
L100001041810,way/245128370-765
L100000829958,IN748-765
L100001041299,IN798-765
L100001041753,IN798-765
L100001042191,IN798-765
L100001042192,IN798-765
L100001041849,way/801704865-765
L100001041848,way/318090288-765
L100001042278,way/315477169-765
L100001041614,way/801704865-765
L100000829959,way/466424134-765
L100001042044,way/318090288-765
L100000829962,way/372701897-765
L100001042525,way/1207477934-765
L100001042171,way/425401901-765
L100001042603,way/425401901-765
L100000829963,way/331275940-765
L100001041766,way/386153973-765
L100001041920,way/386153973-765
L100000829965,way/466424134-765
L100001041307,IN42-765
L100001041811,way/1207477934-765
L100000829966,way/331275940-765
L100001041394,IN108-765
L100001041435,IN108-765
L100001041594,way/466424134-765
L100000829967,IN642-765
L100001041400,way/473902678-765
L100000829968,way/607439318-765
L100000829969,way/655683221-765
L100001041831,way/311103617-765
L100001042358,way/352619220-765
L100001042542,way/352619220-765
L100000829971,way/688672798-765
L100000829972,way/801704865-765
L100000829973,IN107-765
L100000829974,way/315824842-765
L100000829975,way/355560316-765
L100001042046,way/331275940-765
L100000829976,way/425401901-765
L100001041756,way/316463122-765
L100001042669,IN42-765
L100001041852,way/801704865-765
L100001041923,IN806-765
L100001042246,IN806-765
L100001042247,IN806-765
L100001041464,way/608461884-765
L100001042164,way/608461884-765
L100001042165,way/608461884-765
L100001041893,way/655683221-765
L100001042102,way/655683221-765
L100001042104,way/655683221-765
L100000829978,way/492377703-765
L100000829979,way/492377703-765
L100000829980,way/631917408-765
L100001041758,way/369866141-765
L100001041534,way/248385304-765
L100000829983,way/417569420-765
L100001042077,way/654736039-765
L100001042569,way/654736039-765
L100000829984,way/654736039-765
L100000829986,way/466424134-765
L100001041790,IN684-765
L100000829998,way/801704865-765
L100001042337,way/245128370-765
L100001041517,IN803-765
L100001041927,IN803-765
L100001041996,IN803-765
L100001041997,IN803-765
L100001042596,IN801-765
L100001042597,IN801-765
L100000829991,IN610-765
L100000829992,IN610-765
L100000829993,IN610-765
L100000829994,IN610-765
L100000829995,IN610-765
L100000829996,IN610-765
L100000829997,IN610-765
L100000829999,IN642-765
L100001042678,way/1078426593-765
L100000830002,way/607439318-765
L100001042074,IN163-765
L100001041405,way/425401901-765
L100001041924,way/425401901-765
L100001042229,way/425401901-765
L100000830004,way/193216698-765
L100001041700,IN199-765
L100001042560,IN199-765
L100001041444,way/311571096-765
L100001042453,way/1127651311-765
L100001042454,way/1127651311-765
L100000830005,way/466424134-765
L100001041779,IN798-765
L100001042144,IN798-765
L100001041768,IN798-765
L100001042176,IN798-765
L100001042179,IN798-765
L100001042180,IN798-765
L100001042530,IN798-765
L100001042675,IN801-765
L100000830006,way/425401901-765
L100001042482,way/688672798-765
L100001042067,way/631917408-765
L100001041284,way/331275940-765
L100001041290,IN798-765
L100001041752,IN798-765
L100001041784,IN798-765
L100001041869,IN798-765
L100001042186,IN798-765
L100001042334,way/342204888-765
L100001041646,way/331275940-765
L100000830008,way/1206014676-765
L100000830009,way/1206014676-765
L100001041569,way/315823978-765
L100000830010,way/1078426593-765
L100000830013,IN803-765
L100001042333,way/545571850-765
L100000830014,IN289-765
L100000830015,way/801704865-765
L100001041873,IN42-765
L100001041881,IN42-765
L100001041868,way/118228036-400
L100001042606,way/1206014676-765
L100001042269,IN798-765
L100001042384,way/409158116-765
L100001041346,IN798-765
L100001041647,IN798-765
L100000830017,way/801704865-765
L100000830018,way/801704865-765
L100000830019,way/801704865-765
L100001042197,way/355560316-765
L100001041913,IN642-765
L100001042584,way/318050929-765
L100001042474,way/688672798-765
L100001042475,way/688672798-765
L100001042350,IN457-765
L100001041275,way/352619220-765
L100001041828,IN599-765
L100001041880,IN599-765
L100001041402,way/355560316-765
L100001041498,way/355560316-765
L100001041635,way/355560316-765
L100001041670,way/355560316-765
L100001041774,way/355560316-765
L100001041672,way/355560316-765
L100001041754,way/355560316-765
L100001041769,way/355560316-765
L100001041771,way/355560316-765
L100001041895,way/355560316-765
L100001042271,way/315823978-765
L100001042274,way/315823978-765
L100001041661,way/801704865-765
L100001042275,way/386018740-765
L100000830025,way/801704865-765
L100000830026,way/1207477934-765
L100000830027,way/1207477934-765
L100001042006,way/409158116-765
L100000830028,way/425401901-765
L100000830029,way/425401901-765
L100001041820,IN808-765
L100001042238,IN807-765
L100001042243,IN808-765
L100000830030,IN685-765
L100001041982,way/429459345-765
L100001041292,IN798-765
L100001041643,IN798-765
L100001042189,IN798-765
L100001042190,IN798-765
L100001042537,IN798-765
L100001041742,way/369866141-765
L100001041909,IN163-765
L100001042091,IN659-765
L100001041368,way/923365745-765
L100000830032,way/425401901-765
L100001042064,way/688672798-765
L100001042065,way/655683221-765
L100001041735,way/193216698-765
L100001041329,IN215-765
L100001041436,IN199-765
L100001041935,IN187-765
L100001041957,IN215-765
L100001042558,IN215-765
L100000830034,way/293597835-765
L100001042666,way/209826798-765
L100001041938,IN798-765
L100001041951,way/1074489047-765
L100001041433,way/409112085-765
L100001042405,way/409112085-765
L100001042544,way/688672798-765
L100001042499,way/759521252-765
L100001041308,way/352619220-765
L100000808922,way/801704865-765
L100000830036,IN803-765
L100001041575,way/801704865-765
L100000830037,IN748-765
L100001042589,way/698045832-765
L100001042590,way/698045832-765
L100001042591,way/698045832-765
L100001042592,way/698045832-765
L100001042593,way/698045832-765
L100000830038,way/372701897-765
L100000830039,way/429459345-765
L100000830040,way/372701897-765
L100000830041,way/372701897-765
L100000830042,way/372701897-765
L100000830043,way/372701897-765
L100000830044,way/372701897-765
L100001042385,way/409112085-765
L100000830046,way/245128370-765
L100000830047,way/386153973-765
L100001041867,way/429459345-765
L100000830085,IN798-765
L100000830074,way/686891085-765
L100000830075,way/686891085-765
L100000830048,way/492377703-765
L100000830049,way/492377703-765
L100001041988,way/688672798-765
L100001042037,way/688672798-765
L100000830050,way/688672798-765
L100001041415,way/195459361-765
L100001042381,way/195459361-765
L100000830051,way/801704865-765
L100001042327,way/193216698-765
L100001042095,IN642-765
L100001042531,way/655683221-765
L100001041478,IN42-765
L100001041830,way/311933111-765
L100001042601,way/360424761-765
L100001041334,IN684-765
L100001041632,way/466424134-765
L100001041660,way/466424134-765
L100001041659,way/409158116-765
L100001041613,way/1207477934-765
L100000830056,way/631917408-765
L100000830057,way/631917408-765
L100000830058,way/631917408-765
L100000830059,way/631917408-765
L100000830060,way/631917408-765
L100000830062,way/631917408-765
L100000830063,way/631917408-765
L100000830064,way/631917408-765
L100001042069,way/631917408-765
L100001042070,way/631917408-765
L100001042071,IN191-765
L100000830066,way/247861059-765
L100001042449,way/1127651311-765
L100001042400,way/118228036-400
L100001042516,way/118228036-400
L100001042368,way/506461670-765
L100000830068,way/318050929-765
L100001042066,way/655683221-765
L100001041385,way/923365745-765
L100001042323,way/840600239-765
L100001041813,way/801704865-765
L100001041553,way/1207477934-765
L100001041293,way/355560316-765
L100001041328,way/355560316-765
L100001041772,way/355560316-765
L100001042287,way/1206014676-765
L100001042495,way/1207477934-765
L100000830070,way/1207477934-765
L100001042314,way/245128370-765
L100000830071,way/466424134-765
L100001041836,way/1012817818-400
L100001041429,IN350-765
L100001041990,IN351-765
L100001042378,IN365-765
L100001041470,way/372701897-765
L100001041833,IN617-765
L100001041475,way/372701897-765
L100001041931,way/118228036-400
L100001042362,IN42-765
L100001041350,way/319423421-765
L100001041417,way/319423421-765
L100001042452,way/1127651311-765
L100001041537,way/1127651311-765
L100001041979,way/1127651311-765
L100001042031,way/1127651311-765
L100001041574,IN748-765
L100000830073,IN798-765
L100001041898,way/354062412-765
L100001041374,way/386018740-765
L100001041375,way/386018740-765
L100001041473,way/386018740-765
L100000830077,IN199-765
L100001041437,way/409112085-765
L100000830078,way/654736039-765
L100000830079,way/654736039-765
L100001041269,way/466424134-765
L100000830080,way/1206014676-765
L100001041315,way/342204888-765
L100000830081,way/466424134-765
L100001041726,way/688672798-765
L100001042393,way/196933682-765
L100000830082,way/466424134-765
L100001042394,way/324059200-400
L100001041367,IN42-765
L100001041467,IN42-765
L100001041783,IN42-765
L100001041786,IN42-765
L100001042282,IN42-765
L100001042651,IN42-765
L100001041856,IN206-765
L100001042355,IN206-765
L100001042328,way/193216698-765
L100001042402,IN336-400
L100001042403,IN336-400
L100001041723,way/655683221-765
L100001042387,IN599-765
L100001042388,IN599-765
L100001042389,IN599-765
L100000830088,way/311933111-765
L100000830090,way/1207477934-765
L100001041704,way/759521252-765
L100000830091,way/759521252-765
L100000830092,way/759521252-765
L100001042604,way/386153973-765
L100000830094,way/355560316-765
L100000830095,way/355560316-765
L100001042493,way/439006823-400
L100001042027,way/688672798-765
L100001042028,way/688672798-765
L100001042030,way/688672798-765
L100001042325,way/840600239-765
L100001041559,way/688672798-765
L100001041733,way/688672798-765
L100001042153,way/386018740-765
L100001042154,way/386018740-765
L100001042155,way/386018740-765
L100001042157,way/386018740-765
L100000830098,way/372701897-765
L100001041474,way/293597835-765
L100001041747,way/425401901-765
L100001041802,way/425401901-765
L100001042174,way/425401901-765
L100001042175,way/1206014676-765
L100001042054,IN529-765
L100001042513,way/759521252-765
L100000830099,way/118228036-400
L100001042033,way/688672798-765
L100001042034,way/688672798-765
L100001042554,way/688672798-765
L100001042555,way/1127651311-765
L100000830100,way/688672798-765
L100000830102,way/466424134-765
L100001041410,way/1246177377-765
L100001041722,way/654736039-765
L100001042076,way/654736039-765
L100001042216,way/105373531-765
L100001042110,way/372701897-765
L100000830105,IN187-765
L100001042625,way/1099365579-400
L100001042220,way/425401901-765
L100001042223,way/425401901-765
L100001042224,way/425401901-765
L100001041351,IN798-765
L100001041544,IN798-765
L100001042661,IN798-765
L100000830106,IN42-765
L100001041739,way/425401901-765
L100001041740,way/425401901-765
L100001042232,way/1206014676-765
L100001042539,way/425401901-765
L100000830108,way/386018740-765
L100001041799,way/1074489047-765
L100001041801,way/1074489047-765
L100001041809,way/1074489047-765
L100000830109,way/492377703-765
L100001041382,way/429459345-765
L100001041724,way/429459345-765
L100001042422,way/331275940-765
L100001042423,way/331275940-765
L100001042519,way/331275940-765
L100000830111,way/293597835-765
L100001041359,IN529-765
L100001042056,IN529-765
L100001042057,IN529-765
L100001041793,IN180-765
L100001041803,IN180-765
L100001041713,way/1127651311-765
L100001042199,way/386018740-765
L100001042168,way/318050929-765
L100001042585,way/608461884-765
L100001042309,IN803-765
L100001042166,way/315477169-765
L100001042208,way/315477169-765
L100001042210,way/315477169-765
L100001041476,way/386018740-765
L100001041930,way/352619220-765
L100001041421,way/209826798-765
L100000830115,way/466424134-765
L100001041406,way/466424134-765
L100001041577,way/801704865-765
L100001041827,way/801704865-765
L100001042029,way/688672798-765
L100000830116,way/654736039-765
L100000830117,way/654736039-765
L100000830118,way/654736039-765
L100000830119,way/654736039-765
L100000830120,way/492377703-765
L100001041445,IN191-765
L100001042487,IN191-765
L100001042042,IN215-765
L100000830121,IN341-400
L100001041465,way/492377703-765
L100001041918,way/492377703-765
L100000830123,way/473902678-765
L100001042100,way/318090288-765
L100001042099,way/318090288-765
L100000830124,way/318090288-765
L100000830125,way/453513742-765
L100001042566,IN659-765
L100001041853,way/801704865-765
L100001041955,way/801704865-765
L100000830126,way/386153973-765
L100000830127,way/1127651311-765
L100000830128,way/1127651311-765
L100000830129,way/1127651311-765
L100000830130,way/1127651311-765
L100001042214,way/131484738-765
L100001041482,way/492377703-765
L100001041287,IN659-765
L100001041364,IN659-765
L100001042528,way/688672798-765
L100000830132,way/355560316-765
L100001042467,way/331275940-765
L100000830133,way/372701897-765
L100000830134,IN155-400
L100000830135,IN155-400
L100001041324,way/311954703-765
L100001042374,way/311933111-765
L100001042621,way/311933111-765
L100001042630,way/311954703-765
L100001041493,way/492377703-765
L100000830136,way/492377703-765
L100001041673,way/386018740-765
L100001041863,way/386018740-765
L100001041272,IN748-765
L100001041914,IN642-765
L100001041611,way/355560316-765
L100001041858,way/355560316-765
L100001042146,way/355560316-765
L100001041862,way/386018740-765
L100000830137,way/466424134-765
L100001041628,way/466424134-765
L100000830140,IN191-765
L100001042280,way/193216698-765
L100001042517,way/193216698-765
L100001041917,way/386018740-765
L100001041526,IN809-765
L100001042291,IN809-765
L100001042510,IN809-765
L100001042607,IN809-765
L100001042662,IN809-765
L100001041294,way/1206014676-765
L100001041320,way/1206014676-765
L100001042178,way/1206014676-765
L100001042233,way/1206014676-765
L100000830141,way/311176519-765
L100001042142,way/311176519-765
L100001041271,way/293597835-765
L100001041322,way/293597835-765
L100001041866,way/293597835-765
L100001042124,way/293597835-765
L100001042125,way/293597835-765
L100001042127,way/293597835-765
L100000830143,way/631917408-765
L100000830146,way/1207477934-765
L100000830147,way/1207477934-765
L100001042534,way/1415199647-765
L100000830148,IN159-765
L100001041353,way/247861059-765
L100000830149,way/492377703-765
L100001042161,way/608461884-765
L100001042657,way/608461884-765
L100000830150,IN286-400
L100001042075,way/654736039-765
L100001042078,way/654736039-765
L100001042540,way/654736039-765
L100000830151,way/910151268-765
L100001042335,way/315824842-765
L100001042301,IN803-765
L100001042221,way/425401901-765
L100001041295,IN809-765
L100001042240,IN809-765
L100001041615,way/315824842-765
L100000830154,way/688672798-765
L100000830155,IN267-765
L100001042363,way/409112085-765
L100001042081,way/654736039-765
L100001041592,way/1207477934-765
L100001041757,way/360424761-765
L100001041759,way/360424761-765
L100001041741,way/311571096-765
L100001042520,IN42-765
L100000830194,way/425401901-765
L100001041397,way/1074489047-765
L100001041851,way/1074489047-765
L100001041850,way/923365745-765
L100001041560,IN748-765
L100001041566,IN748-765
L100001041565,way/801704865-765
L100000830163,way/372701897-765
L100001042376,IN539-765
L100000830164,way/492377703-765
L100001042466,way/331275940-765
L100001042677,way/331275940-765
L100000830165,IN612-765
L100001041279,way/372701897-765
L100001041532,way/372701897-765
L100001041983,way/372701897-765
L100001042109,way/372701897-765
L100000830167,IN803-765
L100000830168,IN803-765
L100000830169,IN803-765
L100000830170,IN803-765
L100000830171,IN803-765
L100000830172,IN803-765
L100000830173,IN803-765
L100000830174,IN803-765
L100000830175,IN803-765
L100000830176,IN803-765
L100001041797,way/910151268-765
L100001041870,way/910151268-765
L100001041888,way/910151268-765
L100001042013,way/910151268-765
L100001042392,way/353914761-765
L100001041782,way/801704865-765
L100001041835,IN617-765
L100001042458,way/1127651311-765
L100001042494,way/1127651311-765
L100000830177,IN325-400
L100001041732,way/331275940-765
L100001041623,way/923365745-765
L100001041644,way/372701897-765
L100000830179,way/801704865-765
L100001042084,way/429459345-765
L100000830180,way/409158116-765
L100000830181,way/116541259-400
L100000830182,way/1207477934-765
L100000830183,way/1207477934-765
L100001041610,way/801704865-765
L100001041656,way/801704865-765
L100001041806,way/801704865-765
L100001041842,way/386018740-765
L100001041794,way/315477169-765
L100001041658,way/801704865-765
L100000830185,way/355560316-765
L100000830186,way/245128370-765
L100001042304,way/545571850-765
L100001042664,way/545571850-765
L100001042312,way/342204888-765
L100001042313,way/342204888-765
L100000830188,IN798-765
L100000830189,way/801704865-765
L100000830190,way/355560316-765
L100001042407,way/1072445901-400
L100001041335,way/425401901-765
L100001041639,way/545571850-765
L100001042225,way/425401901-765
L100001042226,way/425401901-765
L100001042491,IN803-765
L100001042634,IN803-765
L100001041550,way/425401901-765
L100000830192,way/1207477934-765
L100000830193,way/801704865-765
L100001042310,way/751947947-765
L100001042640,way/751947947-765
L100001041449,IN101-765
L100001041776,IN101-765
L100000830195,way/1127651311-765
L100000830196,way/1127651311-765
L100001042386,way/409112085-765
L100001041379,way/492377703-765
L100001041612,way/492377703-765
L100001041890,way/492377703-765
L100001041407,way/311933111-765
L100001041411,way/311933111-765
L100001041861,way/311933111-765
L100001042371,way/311933111-765
L100001042372,way/311933111-765
L100001042526,way/311933111-765
L100000830198,way/352619220-765
L100000830199,IN486-765
L100000830200,way/425401901-765
L100001041314,IN145-400
L100000830201,IN191-765
L100000830202,IN191-765
L100000830203,IN191-765
L100001041699,IN191-765
L100001042486,IN191-765
L100000830204,way/372701897-765
L100001041904,way/408924427-765
L100001042222,way/425401901-765
L100001042602,way/425401901-765
L100001041298,IN798-765
L100001042668,IN798-765
L100000830205,way/545571850-765
L100001041642,way/1206014676-765
L100001042288,way/1206014676-765
L100001042631,way/1206014676-765
L100001041499,way/386153973-765
L100001042652,way/386153973-765
L100001041349,way/1207477934-765
L100001042343,way/1207477934-765
L100001042172,way/425401901-765
L100001042173,way/425401901-765
L100001042228,way/425401901-765
L100001041792,way/342204888-765
L100000830209,IN798-765
L100001041942,way/425401901-765
L100001042219,way/425401901-765
L100001041354,way/311176519-765
L100000830210,way/1206014676-765
L100000830212,IN440-400
L100000830213,IN440-400
L100000830214,IN440-400
L100000830215,way/355560316-765
L100000830216,way/105373531-765
L100001042126,way/293597835-765
L100001042128,way/293597835-765
L100001042527,way/293597835-765
L100001042579,way/293597835-765
L100001041348,IN599-765
L100001042644,IN599-765
L100001042200,way/608461884-765
L100001042177,IN798-765
L100001042500,IN798-765
L100000830218,way/315823978-765
L100000830219,way/425401901-765
L100001041932,IN599-765
L100001041281,way/293597835-765
L100000830220,way/688672798-765
L100001042600,way/466424134-765
L100000830221,IN283-765
L100000830222,way/688672798-765
L100001041960,way/1127651311-765
L100001041961,way/1127651311-765
L100001041962,way/1127651311-765
L100001042317,way/801704865-765
L100000830225,way/453513742-765
L100001042245,IN808-765
L100001042660,IN798-765
L100001041619,way/386018740-765
L100000830227,way/311103617-765
L100000830228,way/311103617-765
L100000830229,way/311103617-765
L100000830230,way/311103617-765
L100000830231,way/311103617-765
L100000830232,way/311103617-765
L100000830233,way/311103617-765
L100001041420,way/417569420-765
L100001041770,way/420797421-765
L100000830234,IN42-765
L100000830235,IN42-765
L100000830236,IN798-765
L100000830237,way/355560316-765
L100000830238,way/1127651311-765
L100000830239,IN529-765
L100000830240,way/331275940-765
L100001041340,way/331275940-765
L100001041311,way/331275940-765
L100001041561,way/331275940-765
L100001042468,way/331275940-765
L100001042562,way/331275940-765
L100001042097,way/316463122-765
L100000830241,IN803-765
L100001042045,way/331275940-765
L100000830242,way/386018740-765
L100001041683,way/331275940-765
L100001042437,way/331275940-765
L100001041686,way/245128370-765
L100000830245,way/318090288-765
L100001042039,way/688672798-765
L100000830246,way/425401901-765
L100000830247,way/1078426593-765
L100000830248,IN803-765
L100000830249,IN803-765
L100001041313,IN803-765
L100001041520,IN803-765
L100001041523,IN803-765
L100001041525,IN803-765
L100001042255,IN803-765
L100001041926,IN803-765
L100001041928,IN803-765
L100001042250,IN803-765
L100001042251,IN803-765
L100001042256,IN803-765
L100001042257,IN803-765
L100001042258,IN803-765
L100001042259,IN803-765
L100001042538,IN803-765
L100001042667,IN803-765
L100001041332,way/425401901-765
L100000830250,way/355560316-765
L100000830251,way/318090288-765
L100001041624,way/923365745-765
L100001041631,way/923365745-765
L100000830252,way/1206014676-765
L100000830254,way/801704865-765
L100000830255,way/355560316-765
L100001041306,way/751947947-765
L100001042311,way/751947947-765
L100001042670,way/751947947-765
L100000830256,way/318090288-765
L100001042477,way/688672798-765
L100001041503,way/492377703-765
L100001041510,way/492377703-765
L100001041512,way/492377703-765
L100001041675,way/492377703-765
L100001041587,way/801704865-765
L100001041469,IN42-765
L100001042284,IN42-765
L100001041943,way/425401901-765
L100001042230,way/425401901-765
L100001042231,way/425401901-765
L100001042471,way/688672798-765
L100001041518,way/1206014676-765
L100001042535,way/1206014676-765
L100001042649,way/1206014676-765
L100001041857,way/409158116-765
L100000830259,way/409158116-765
L100001042551,way/1127651311-765
L100001042476,way/688672798-765
L100000830260,IN42-765
L100001041665,way/409112085-765
L100000830262,way/331275940-765
L100001042455,way/1127651311-765
L100001042456,way/1127651311-765
L100001042496,way/1127651311-765
L100001042635,way/1127651311-765
L100001042347,way/408924427-765
L100001042133,way/608461884-765
L100000830264,way/759521252-765
L100000830265,way/759521252-765
