bus_id,grid_cell
way/1207477934-765,IND_903
way/840600239-765,IND_904
way/840600239-765,IND_905
way/840600239-765,IND_906
way/840600239-765,IND_907
way/408924427-765,IND_908
way/192782338-765,IND_909
way/192782338-765,IND_911
IN457-765,IND_912
IN457-765,IND_913
IN457-765,IND_914
way/423702239-765,IND_915
IN289-765,IND_916
IN289-765,IND_917
IN160-765,IND_922
way/352619220-765,IND_923
way/352619220-765,IND_925
way/1415199647-765,IND_926
way/1415199647-765,IND_927
IN42-765,IND_928
way/545571850-765,IND_935
way/545571850-765,IND_936
way/545571850-765,IND_937
way/545571850-765,IND_938
way/751947947-765,IND_939
way/910151268-765,IND_940
way/910151268-765,IND_941
way/910151268-765,IND_942
way/315824842-765,IND_943
way/315824842-765,IND_945
way/923365745-765,IND_946
way/923365745-765,IND_947
way/923365745-765,IND_949
way/1207477934-765,IND_950
way/1207477934-765,IND_951
way/1207477934-765,IND_952
way/1207477934-765,IND_953
way/1207477934-765,IND_954
way/840600239-765,IND_955
way/840600239-765,IND_956
way/840600239-765,IND_957
way/408924427-765,IND_958
way/408924427-765,IND_959
way/192782338-765,IND_961
way/192782338-765,IND_962
IN439-765,IND_965
IN439-765,IND_966
IN321-765,IND_967
IN289-765,IND_968
IN267-765,IND_969
IN267-765,IND_970
IN180-765,IND_973
way/352619220-765,IND_974
way/352619220-765,IND_975
way/352619220-765,IND_976
way/352619220-765,IND_977
way/1415199647-765,IND_978
IN42-765,IND_979
way/910151268-765,IND_982
way/1074489047-765,IND_984
way/315824842-765,IND_985
way/315824842-765,IND_986
way/315824842-765,IND_987
way/923365745-765,IND_988
way/923365745-765,IND_989
way/923365745-765,IND_990
way/923365745-765,IND_991
way/923365745-765,IND_992
way/1207477934-765,IND_993
way/1207477934-765,IND_994
way/1207477934-765,IND_995
way/1207477934-765,IND_996
way/1207477934-765,IND_997
way/840600239-765,IND_998
way/408924427-765,IND_999
way/408924427-765,IND_1000
way/408924427-765,IND_1001
way/408924427-765,IND_1002
way/408924427-765,IND_1003
way/192782338-765,IND_1004
way/319423421-765,IND_1005
IN439-765,IND_1006
IN439-765,IND_1007
IN343-765,IND_1008
IN327-765,IND_1009
IN267-765,IND_1011
IN206-765,IND_1014
IN206-765,IND_1015
way/352619220-765,IND_1016
way/352619220-765,IND_1017
way/352619220-765,IND_1018
way/352619220-765,IND_1019
way/352619220-765,IND_1020
way/923365745-765,IND_1024
way/923365745-765,IND_1025
way/923365745-765,IND_1026
IN684-765,IND_1027
IN684-765,IND_1028
way/1207477934-765,IND_1029
way/1207477934-765,IND_1030
way/1207477934-765,IND_1031
way/506461670-765,IND_1032
way/506461670-765,IND_1033
way/506461670-765,IND_1034
way/506461670-765,IND_1035
way/506461670-765,IND_1036
way/506461670-765,IND_1037
way/506461670-765,IND_1038
way/506461670-765,IND_1039
IN439-765,IND_1040
IN400-765,IND_1041
IN323-765,IND_1045
way/311103617-765,IND_1049
way/311103617-765,IND_1050
way/311103617-765,IND_1051
way/311103617-765,IND_1052
way/352619220-765,IND_1053
way/352619220-765,IND_1054
way/352619220-765,IND_1055
way/923365745-765,IND_1057
IN684-765,IND_1058
IN684-765,IND_1059
IN684-765,IND_1060
IN684-765,IND_1061
IN684-765,IND_1062
IN684-765,IND_1063
IN684-765,IND_1064
way/506461670-765,IND_1065
way/506461670-765,IND_1066
way/506461670-765,IND_1067
way/506461670-765,IND_1068
way/311933111-765,IND_1071
IN539-765,IND_1072
IN404-765,IND_1073
IN399-765,IND_1074
IN365-765,IND_1077
IN293-765,IND_1078
way/311118424-765,IND_1080
way/311103617-765,IND_1081
way/311103617-765,IND_1083
way/311103617-765,IND_1084
way/311103617-765,IND_1085
way/409158116-765,IND_1087
IN684-765,IND_1088
IN684-765,IND_1089
IN684-765,IND_1090
IN684-765,IND_1091
IN684-765,IND_1092
IN684-765,IND_1093
way/311933111-765,IND_1094
way/311933111-765,IND_1095
way/311933111-765,IND_1096
way/311933111-765,IND_1097
way/311933111-765,IND_1098
way/311933111-765,IND_1099
IN539-765,IND_1100
IN539-765,IND_1101
way/202980838-765,IND_1102
IN390-765,IND_1103
IN388-765,IND_1104
way/422204218-765,IND_1106
IN293-765,IND_1108
IN283-765,IND_1109
way/311103617-765,IND_1110
way/311103617-765,IND_1111
way/311103617-765,IND_1112
way/311103617-765,IND_1113
way/311103617-765,IND_1114
way/409158116-765,IND_1115
way/409158116-765,IND_1116
IN685-765,IND_1118
IN684-765,IND_1119
IN684-765,IND_1120
IN684-765,IND_1121
IN684-765,IND_1122
way/311933111-765,IND_1123
way/311933111-765,IND_1124
way/311933111-765,IND_1125
way/311933111-765,IND_1126
way/311954703-765,IND_1127
way/202980838-765,IND_1129
way/202980838-765,IND_1130
IN416-765,IND_1131
way/422204218-765,IND_1134
IN312-765,IND_1135
IN302-765,IND_1136
IN298-765,IND_1137
way/166692103-400,IND_1138
way/311103617-765,IND_1139
way/311103617-765,IND_1140
way/311103617-765,IND_1141
way/409158116-765,IND_1142
way/409158116-765,IND_1143
way/409158116-765,IND_1144
way/409158116-765,IND_1145
way/409158116-765,IND_1146
IN684-765,IND_1147
way/409112085-765,IND_1148
way/311933111-765,IND_1149
way/311933111-765,IND_1150
way/311954703-765,IND_1151
way/311954703-765,IND_1152
way/311954703-765,IND_1153
way/353914865-765,IND_1156
way/477691456-765,IND_1157
IN375-765,IND_1160
IN300-765,IND_1162
IN300-765,IND_1163
way/166692103-400,IND_1164
way/166692103-400,IND_1165
way/166692103-400,IND_1166
way/166692103-400,IND_1167
way/409158116-765,IND_1168
way/409158116-765,IND_1169
way/409112085-765,IND_1170
way/409112085-765,IND_1171
way/409112085-765,IND_1172
way/409112085-765,IND_1173
IN599-765,IND_1174
way/1246177377-765,IND_1175
way/1246177377-765,IND_1176
way/1246177377-765,IND_1177
IN540-765,IND_1179
way/353914865-765,IND_1180
way/196563905-765,IND_1181
way/196563905-765,IND_1182
IN375-765,IND_1184
IN290-400,IND_1185
IN290-400,IND_1187
way/166692103-400,IND_1188
way/166692103-400,IND_1190
way/409158116-765,IND_1191
way/409112085-765,IND_1192
way/409112085-765,IND_1193
way/409112085-765,IND_1194
way/409112085-765,IND_1195
way/409112085-765,IND_1196
IN599-765,IND_1197
IN599-765,IND_1198
IN586-765,IND_1199
way/1246177377-765,IND_1200
way/353914761-765,IND_1202
way/353914761-765,IND_1203
way/196563905-765,IND_1204
way/196563905-765,IND_1205
way/196933682-765,IND_1206
way/97392607-400,IND_1207
way/97392607-400,IND_1208
IN290-400,IND_1209
way/50885643-400,IND_1210
way/166692103-400,IND_1211
way/166692103-400,IND_1212
way/166692103-400,IND_1213
way/409112085-765,IND_1214
way/409112085-765,IND_1215
way/409112085-765,IND_1216
way/409112085-765,IND_1217
way/409112085-765,IND_1218
IN599-765,IND_1219
IN599-765,IND_1220
IN548-765,IND_1224
IN548-765,IND_1225
way/923418232-400,IND_1226
way/923418232-400,IND_1227
way/923418232-400,IND_1228
way/50885643-765,IND_1231
way/50885643-400,IND_1233
way/166692103-400,IND_1234
way/166692103-400,IND_1235
way/409112085-765,IND_1236
way/409112085-765,IND_1238
way/409112085-765,IND_1239
IN610-765,IND_1240
IN599-765,IND_1241
IN578-765,IND_1243
IN555-765,IND_1244
way/354062412-765,IND_1245
way/248385304-765,IND_1246
way/1015325412-400,IND_1247
way/923418232-400,IND_1249
way/577176545-400,IND_1250
way/577176545-400,IND_1251
way/1044735753-400,IND_1252
way/1012817818-400,IND_1253
way/1012817818-400,IND_1254
way/1012817818-400,IND_1255
way/1012817818-400,IND_1256
way/409112085-765,IND_1257
way/409112085-765,IND_1258
IN617-765,IND_1259
IN617-765,IND_1260
IN607-765,IND_1262
IN578-765,IND_1263
IN578-765,IND_1264
way/248385304-765,IND_1265
way/248385304-765,IND_1266
way/1044735753-400,IND_1271
way/1044735753-400,IND_1272
way/1012817818-400,IND_1273
way/1012817818-400,IND_1275
way/1012817818-400,IND_1276
way/409112085-765,IND_1277
IN617-765,IND_1278
IN617-765,IND_1279
way/323266562-765,IND_1281
IN607-765,IND_1282
IN578-765,IND_1283
way/248385304-765,IND_1284
way/248385304-765,IND_1285
way/248385304-765,IND_1286
way/149822703-400,IND_1287
way/209806624-765,IND_1289
way/1238123371-400,IND_1294
IN617-765,IND_1295
way/323266562-765,IND_1296
way/323266562-765,IND_1297
way/323266562-765,IND_1298
way/323266562-765,IND_1299
way/323266562-765,IND_1300
way/248385304-765,IND_1301
way/248385304-765,IND_1302
way/149822703-400,IND_1303
way/209806650-400,IND_1306
way/96821783-400,IND_1307
way/1238123371-400,IND_1310
way/323266562-765,IND_1312
way/323266562-765,IND_1313
way/323266562-765,IND_1314
way/323266562-765,IND_1315
way/323266562-765,IND_1316
way/759521252-765,IND_1317
way/759521252-765,IND_1318
way/149822703-400,IND_1319
way/149822703-400,IND_1320
way/149822703-400,IND_1321
way/209806650-400,IND_1322
way/485873968-400,IND_1323
IN286-400,IND_1325
way/485873934-400,IND_1326
IN181-400,IND_1327
way/323266562-765,IND_1328
way/323266562-765,IND_1329
way/323266562-765,IND_1330
way/759521252-765,IND_1331
way/759521252-765,IND_1332
way/759521252-765,IND_1333
way/759521252-765,IND_1334
way/118228036-400,IND_1335
way/118228036-400,IND_1337
IN325-400,IND_1338
IN325-400,IND_1339
way/1341647644-400,IND_1340
IN263-400,IND_1342
way/323266562-765,IND_1343
way/759521252-765,IND_1344
way/759521252-765,IND_1345
way/759521252-765,IND_1346
way/759521252-765,IND_1347
way/759521252-765,IND_1348
way/118228036-400,IND_1349
way/118228036-400,IND_1350
way/118228036-400,IND_1351
way/93160503-400,IND_1354
way/93160503-400,IND_1355
IN263-400,IND_1356
way/759521252-765,IND_1358
way/759521252-765,IND_1359
way/759521252-765,IND_1361
way/759521252-765,IND_1362
way/118228036-400,IND_1363
IN339-400,IND_1364
way/205942950-400,IND_1366
way/526897229-400,IND_1368
way/526897229-400,IND_1369
way/759521252-765,IND_1370
way/759521252-765,IND_1371
way/759521252-765,IND_1372
way/793144832-765,IND_1373
way/793144832-765,IND_1374
IN339-400,IND_1375
IN339-400,IND_1376
IN259-400,IND_1379
way/526897229-400,IND_1381
IN155-400,IND_1382
way/793144832-765,IND_1385
way/793144832-765,IND_1386
way/793144832-765,IND_1387
way/793144832-765,IND_1389
way/793144832-765,IND_1390
IN336-400,IND_1391
IN320-400,IND_1392
IN320-400,IND_1393
IN320-400,IND_1394
IN259-400,IND_1395
IN155-400,IND_1397
way/793144832-765,IND_1401
way/793144832-765,IND_1402
way/793144832-765,IND_1403
way/793144832-765,IND_1404
way/793144832-765,IND_1405
way/793144832-765,IND_1406
IN320-400,IND_1407
IN320-400,IND_1408
IN235-400,IND_1409
IN235-400,IND_1410
way/116541259-400,IND_1411
way/116541259-400,IND_1412
IN155-400,IND_1413
IN235-400,IND_1415
IN235-400,IND_1417
IN235-400,IND_1418
IN235-400,IND_1419
IN235-400,IND_1420
IN235-400,IND_1421
IN235-400,IND_1422
way/465787206-400,IND_1423
way/465787206-400,IND_1424
way/465787206-400,IND_1425
way/239498664-400,IND_1427
IN265-400,IND_1428
way/465787206-400,IND_1429
way/465787206-400,IND_1430
way/239498664-400,IND_1431
way/239498664-400,IND_1432
IN440-400,IND_1433
IN440-400,IND_1434
IN440-400,IND_1435
IN440-400,IND_1436
IN265-400,IND_1437
IN265-400,IND_1438
IN265-400,IND_1439
IN265-400,IND_1440
way/239498664-400,IND_1441
IN440-400,IND_1442
IN440-400,IND_1444
IN386-400,IND_1445
IN265-400,IND_1446
IN265-400,IND_1447
way/1265489491-400,IND_1449
way/1265489491-400,IND_1450
way/610646823-400,IND_1451
IN440-400,IND_1455
IN386-400,IND_1456
way/374367235-400,IND_1458
way/374367235-400,IND_1459
IN260-400,IND_1460
IN260-400,IND_1462
way/610646823-400,IND_1463
way/610646823-400,IND_1464
way/1072445901-400,IND_1475
way/1072445901-400,IND_1476
way/1072445901-400,IND_1477
way/1072445901-400,IND_1478
way/1072445901-400,IND_1480
way/374367235-400,IND_1482
way/439006823-400,IND_1483
way/439006823-400,IND_1484
way/203673991-400,IND_1485
way/610646823-400,IND_1487
way/1072445901-400,IND_1499
way/1072445901-400,IND_1500
way/1072445901-400,IND_1501
way/1072445901-400,IND_1502
way/1072445901-400,IND_1503
way/1072445901-400,IND_1504
way/374367235-400,IND_1505
way/374367235-400,IND_1506
way/439006823-400,IND_1507
way/1265496720-400,IND_1509
way/610646823-400,IND_1511
way/610646823-400,IND_1512
way/1072445901-400,IND_1521
way/1072445901-400,IND_1522
way/1072445901-400,IND_1523
way/1099365556-400,IND_1524
way/1099365556-400,IND_1525
way/1099365556-400,IND_1526
way/1099365579-400,IND_1527
way/1099365579-400,IND_1528
way/1265496720-400,IND_1530
way/375084335-400,IND_1531
way/375084335-400,IND_1532
way/375084335-400,IND_1533
way/1099365556-400,IND_1538
way/1099365556-400,IND_1539
way/1099365556-400,IND_1541
way/1099365579-400,IND_1543
IN177-400,IND_1544
IN145-400,IND_1547
IN145-400,IND_1549
way/1099365556-400,IND_1551
way/1099365556-400,IND_1552
way/1099365556-400,IND_1553
way/1099365556-400,IND_1554
way/1099365579-400,IND_1555
way/1099365579-400,IND_1556
way/375941438-400,IND_1558
IN145-400,IND_1560
IN145-400,IND_1561
IN145-400,IND_1562
IN145-400,IND_1563
way/1099365556-400,IND_1564
way/1099365579-400,IND_1565
way/1099365579-400,IND_1566
way/375941438-400,IND_1567
way/375941438-400,IND_1568
way/375941438-400,IND_1569
IN145-400,IND_1570
IN145-400,IND_1571
IN145-400,IND_1572
IN145-400,IND_1573
IN145-400,IND_1574
way/1099365579-400,IND_1575
way/375941438-400,IND_1576
way/375941438-400,IND_1577
way/375941438-400,IND_1578
IN145-400,IND_1579
IN145-400,IND_1580
IN145-400,IND_1581
IN145-400,IND_1583
way/375941438-400,IND_1584
IN145-400,IND_1585
IN145-400,IND_1586
IN145-400,IND_1587
IN145-400,IND_1588
way/375941438-400,IND_1590
IN145-400,IND_1591
IN145-400,IND_1592
IN145-400,IND_1593
IN145-400,IND_1597
IN145-400,IND_1598
IN145-400,IND_1599
way/375941438-400,IND_1602
IN145-400,IND_1603
IN145-400,IND_1604
IN145-400,IND_1605
way/1078426593-765,wof-IND_26
way/1078426593-765,wof-IND_27
way/1078426593-765,wof-IND_28
way/1078426593-765,wof-IND_35
way/1078426593-765,wof-IND_36
way/1078426593-765,wof-IND_37
way/1078426593-765,wof-IND_38
way/1078426593-765,wof-IND_39
way/1078426593-765,wof-IND_40
way/1078426593-765,wof-IND_53
way/1078426593-765,wof-IND_54
way/1078426593-765,wof-IND_55
way/1078426593-765,wof-IND_56
way/1078426593-765,wof-IND_78
way/1078426593-765,wof-IND_79
way/1078426593-765,wof-IND_80
way/1078426593-765,wof-IND_81
way/1078426593-765,wof-IND_106
way/1078426593-765,wof-IND_107
way/1078426593-765,wof-IND_108
way/1078426593-765,wof-IND_109
way/1078426593-765,wof-IND_110
way/1078426593-765,wof-IND_111
way/1078426593-765,wof-IND_112
way/473902678-765,wof-IND_136
way/473902678-765,wof-IND_137
way/1078426593-765,wof-IND_138
way/1078426593-765,wof-IND_139
way/1078426593-765,wof-IND_140
way/1078426593-765,wof-IND_141
way/688672711-765,wof-IND_144
way/473902678-765,wof-IND_171
way/473902678-765,wof-IND_172
way/473902678-765,wof-IND_173
way/1127651311-765,wof-IND_174
way/1127651311-765,wof-IND_175
way/473902678-765,wof-IND_203
way/473902678-765,wof-IND_204
way/473902678-765,wof-IND_205
way/473902678-765,wof-IND_206
way/1127651311-765,wof-IND_207
way/473902678-765,wof-IND_232
way/473902678-765,wof-IND_233
way/473902678-765,wof-IND_234
way/473902678-765,wof-IND_235
way/473902678-765,wof-IND_236
way/473902678-765,wof-IND_237
way/473902678-765,wof-IND_238
way/429459345-765,wof-IND_250
way/429459345-765,wof-IND_251
way/473902678-765,wof-IND_261
way/473902678-765,wof-IND_262
way/473902678-765,wof-IND_263
way/473902678-765,wof-IND_264
way/473902678-765,wof-IND_265
way/473902678-765,wof-IND_266
way/473902678-765,wof-IND_267
way/473902678-765,wof-IND_268
IN798-765,wof-IND_277
way/355560316-765,wof-IND_278
way/429459345-765,wof-IND_279
way/429459345-765,wof-IND_280
way/429459345-765,wof-IND_281
way/429459345-765,wof-IND_282
way/429459345-765,wof-IND_288
way/429459345-765,wof-IND_289
way/429459345-765,wof-IND_290
way/429459345-765,wof-IND_291
way/473902678-765,wof-IND_292
way/473902678-765,wof-IND_293
way/473902678-765,wof-IND_294
way/473902678-765,wof-IND_295
way/473902678-765,wof-IND_296
way/473902678-765,wof-IND_297
IN798-765,wof-IND_308
way/355560316-765,wof-IND_309
way/429459345-765,wof-IND_311
way/429459345-765,wof-IND_312
way/429459345-765,wof-IND_313
way/429459345-765,wof-IND_314
way/429459345-765,wof-IND_317
way/429459345-765,wof-IND_318
way/429459345-765,wof-IND_319
way/429459345-765,wof-IND_320
way/429459345-765,wof-IND_321
way/429459345-765,wof-IND_322
way/473902678-765,wof-IND_323
way/473902678-765,wof-IND_324
way/473902678-765,wof-IND_325
way/473902678-765,wof-IND_326
way/473902678-765,wof-IND_327
way/473902678-765,wof-IND_328
way/331275940-765,wof-IND_332
way/429459345-765,wof-IND_345
way/429459345-765,wof-IND_346
way/429459345-765,wof-IND_347
way/429459345-765,wof-IND_348
way/429459345-765,wof-IND_349
way/429459345-765,wof-IND_350
way/429459345-765,wof-IND_351
way/429459345-765,wof-IND_352
way/429459345-765,wof-IND_353
way/429459345-765,wof-IND_354
way/429459345-765,wof-IND_355
IN659-765,wof-IND_356
way/473902678-765,wof-IND_358
way/429459345-765,wof-IND_380
way/429459345-765,wof-IND_381
way/429459345-765,wof-IND_382
way/429459345-765,wof-IND_383
way/429459345-765,wof-IND_384
way/429459345-765,wof-IND_385
way/429459345-765,wof-IND_386
way/429459345-765,wof-IND_387
way/429459345-765,wof-IND_388
way/429459345-765,wof-IND_408
way/429459345-765,wof-IND_409
way/429459345-765,wof-IND_410
way/429459345-765,wof-IND_411
way/429459345-765,wof-IND_412
way/429459345-765,wof-IND_433
way/425401901-765,wof-IND_510
way/425401901-765,wof-IND_511
way/425401901-765,wof-IND_512
way/425401901-765,wof-IND_519
way/425401901-765,wof-IND_520
way/425401901-765,wof-IND_521
way/425401901-765,wof-IND_522
way/425401901-765,wof-IND_526
way/425401901-765,wof-IND_527
way/425401901-765,wof-IND_528
way/425401901-765,wof-IND_533
way/425401901-765,wof-IND_534
way/425401901-765,wof-IND_535
way/425401901-765,wof-IND_540
way/425401901-765,wof-IND_541
way/425401901-765,wof-IND_542
way/425401901-765,wof-IND_543
way/425401901-765,wof-IND_545
way/425401901-765,wof-IND_546
way/425401901-765,wof-IND_547
IN809-765,wof-IND_549
way/425401901-765,wof-IND_550
way/425401901-765,wof-IND_551
way/1206014676-765,wof-IND_552
way/545571850-765,wof-IND_554
way/545571850-765,wof-IND_556
way/545571850-765,wof-IND_557
way/545571850-765,wof-IND_558
way/545571850-765,wof-IND_559
way/910151268-765,wof-IND_560
way/545571850-765,wof-IND_568
way/545571850-765,wof-IND_569
way/545571850-765,wof-IND_570
way/545571850-765,wof-IND_571
way/545571850-765,wof-IND_572
way/910151268-765,wof-IND_573
way/910151268-765,wof-IND_574
way/1074489047-765,wof-IND_576
way/315824842-765,wof-IND_577
way/315824842-765,wof-IND_578
way/315824842-765,wof-IND_579
way/923365745-765,wof-IND_580
way/545571850-765,wof-IND_584
way/910151268-765,wof-IND_588
way/910151268-765,wof-IND_589
way/1074489047-765,wof-IND_590
way/1074489047-765,wof-IND_591
way/315824842-765,wof-IND_594
way/923365745-765,wof-IND_595
way/923365745-765,wof-IND_596
way/923365745-765,wof-IND_608
way/923365745-765,wof-IND_609
IN684-765,wof-IND_610
way/409158116-765,wof-IND_624
way/409158116-765,wof-IND_625
way/409158116-765,wof-IND_639
way/409158116-765,wof-IND_640
way/409158116-765,wof-IND_641
way/409158116-765,wof-IND_654
way/409158116-765,wof-IND_655
way/409158116-765,wof-IND_656
way/409158116-765,wof-IND_669
way/409158116-765,wof-IND_670
way/409158116-765,wof-IND_671
way/409158116-765,wof-IND_685
way/409112085-765,wof-IND_686
way/409112085-765,wof-IND_687
way/409112085-765,wof-IND_697
way/409112085-765,wof-IND_698
way/409112085-765,wof-IND_709
way/409112085-765,wof-IND_710
way/409112085-765,wof-IND_711
way/409112085-765,wof-IND_722
way/409112085-765,wof-IND_723
way/409112085-765,wof-IND_724
way/409112085-765,wof-IND_725
way/409112085-765,wof-IND_736
way/409112085-765,wof-IND_737
way/409112085-765,wof-IND_738
way/409112085-765,wof-IND_751
IN617-765,wof-IND_752
way/323266562-765,wof-IND_753
way/323266562-765,wof-IND_765
way/323266562-765,wof-IND_766
way/323266562-765,wof-IND_777
way/323266562-765,wof-IND_778
way/323266562-765,wof-IND_779
way/323266562-765,wof-IND_790
way/323266562-765,wof-IND_791
way/759521252-765,wof-IND_792
way/759521252-765,wof-IND_794
way/323266562-765,wof-IND_803
way/759521252-765,wof-IND_804
way/759521252-765,wof-IND_805
way/759521252-765,wof-IND_815
way/759521252-765,wof-IND_816
way/759521252-765,wof-IND_817
way/759521252-765,wof-IND_828
way/759521252-765,wof-IND_829
way/759521252-765,wof-IND_830
way/793144832-765,wof-IND_832
way/793144832-765,wof-IND_842
way/793144832-765,wof-IND_843
way/793144832-765,wof-IND_844
way/793144832-765,wof-IND_845
way/793144832-765,wof-IND_846
way/793144832-765,wof-IND_854
way/793144832-765,wof-IND_855
way/793144832-765,wof-IND_856
way/793144832-765,wof-IND_857
